Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Data Scientist, Machine Learning Emphasis – 1212 Deming Way",$79K - $148K (Glassdoor est.),"Join the growing UW Health Applied Data Science team – who was recently featured in NEJM Catalyst for implementing predictive analytics within the healthcare system!
What You’ll Do:
Design and build software that uses machine learning solutions to improve clinical care, with a focus on deploying actionable solutions to doctors and nurses.
Write production-level code consistent with software engineering principles, methodologies, and best practices; includes version controls, code reviews, software design, evaluation, and code debugging and troubleshooting.
Work with data scientists and other roles on a cross-functional team to design and deploy solutions in production software and systems using agile principles and agile scrum methodologies.
Work closely with IT and analytics shared services teams to advance MLOps, machine learning capabilities, and data architecture.",3.9,"UW Health
3.9","Madison, WI",-1,10000+ Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Data Visualization Scientist,$57K - $118K (Glassdoor est.),"Are you passionate about using data visualizations for understanding and solving complex and interesting problems?Have you worked with cutting-edge visualization frameworks to make data science/analytics findings relevant for technical and non-technical users?Do you value working in a creative and collaborative environment?If so, we are looking for someone like you to join our team!The Large-Scale Analytics Group (QAS) develops end-to-end systems that incorporate descriptive, predictive, and prescriptive analytics on different platforms. We utilize visual analytics to find information hidden deep within large and complex data sets. In QAS, we use visualizations to: Represent data and help our U.S. government partners easily understand their data.
Uncover trends, changes, patterns, and anomalies in voluminous data sets.
Embed in reports and presentations that are used to clearly communicate our data stories and analytic results.
We are seeking data scientists who can apply data visualization standards, research new data visualization approaches, and employ various data visualization technologies and techniques. Your contributions to our team of data scientists, engineers, mathematicians, and computer scientists will help transform data into the knowledge that will enable decision-makers to make informed choices in defense of the nation. You will join a hardworking team in an inclusive environment that values intellectual curiosity, innovation and creativity.As a Data Visualization Scientist you will...


Why work at APL?The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation's most critical defense, security, space and science challenges. While we are dedicated to solving complex challenges and pioneering new technologies, what makes us truly outstanding is our culture. We offer a vibrant, welcoming atmosphere where you can bring your authentic self to work, continue to grow, and build strong connections with inspiring teammates.At APL, we celebrate our differences and encourage creativity and bold, new ideas. Our employees enjoy generous benefits, including a robust education assistance program, unparalleled retirement contributions, and a healthy work/life balance. APL's campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities at www.jhuapl.edu/careers.",4.6,"Johns Hopkins Applied Physics Laboratory (APL)
4.6","Laurel, MD",-1,5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
Application Scientist,$63K - $119K (Glassdoor est.),"TriLink BioTechnologies is actively responding to the COVID-19 pandemic through vaccine and diagnostic programs.
TriLink BioTechnologies, a Maravai LifeSciences company, is seeking a Application Scientist to join our growing team. This role is responsible for developing relationships with external partners and customers in support of identifying innovative and long-term opportunities to create value for the client and TriLink Biotechnologies. Drive core and strategic revenue growth via the development of content and insight/data contributions to multi-channel marketing campaigns to support the company's long-term growth objectives: publicly present data and comprehensive product education. Successful performance increases overall TriLink revenue, profitability, and market share by driving product awareness, adoption, and utilization by customers.
A technical resource that can answer advanced customer inquiries and support TriLink scientific credibility, further demonstrating the company's expertise in our core markets. The application scientist role is expected to perform as technical support, conference presenter, webinar presenter, ""lunch and learn"" field representation.",3.0,"TriLink BioTechnologies
3.0","San Diego, CA",-1,51 to 200 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1
RN Scientist-Research (Magnet Sites),$52K - $104K (Glassdoor est.),"We Are Hiring:
Ascension Seton is hiring a RN to conduct research studies, assist bedside nurses with research, and support CNOs at Magent sites with research. Previous research experience coupled with leadership experience, and a PHD are strongly preferred.

Schedule Monday-Friday 8-4:30PM

Magnet Recognition®
Magnet Recognition®, given by the American Nurses Credentialing Center, is the only national designation that recognizes nurses as integral team members in influencing positive patient outcomes. The nursing practice environment at Ascension Seton supports shared governance, interdisciplinary collaboration, leadership, quality, safety, professional development and work-life balance. The focus of Magnet is . Research has demonstrated that nurse satisfaction and patient outcomes are higher in Magnet hospitals than in other hospitals.
What You Will Do:
What You Will Need:
Why Join Our Team:



Equal Employment Opportunity Employer:",3.5,"Ascension
3.5","Austin, TX",-1,10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
Assistant Farm Controller/Data Analyst,$33K - $65K (Glassdoor est.),"MISSION
The mission of the Farm Controller role is overseeing and executing the day-to-day accounting operations of the Natural Resource department, including production of management reports, financial analysis, and the maintenance of the system of accounting records and internal controls. If you have 3 years of full cycle or GL accounting experience or more and are passionate about continuous improvements in accounting processes, especially in agriculture, this is the role for you!
There will be a lot of variety in this position, including opportunities to complete documentation and organization of the Farm and Natural Resources Departments.
Family owned since 1985, Stahlbush Island Farms is an environmentally friendly farm and food processor in Corvallis, Oregon. We grow high quality foods using innovative farming practices. We even make our own electricity! Our biogas plant, the first of its kind in the U.S., converts all of our agricultural waste into electricity, generating twice the amount that we need to run the farm. If you have a thirst for knowledge, like to learn new skills, work well in a team atmosphere, have a passion for creativity and innovation, then Stahlbush might be the place for you!",3.0,"Stahlbush Island Farms
3.0","Corvallis, OR",-1,501 to 1000 Employees,-1,Company - Private,Food Production,Agriculture & Forestry,$100 to $500 million (USD),-1
CLINICAL LABORATORY SCIENTIST,$52K - $95K (Glassdoor est.),"White Plains Hospital Job Description
Title: Clinical Laboratory Scientist Job Code: 500285
Department/Location: Department of Laboratories FLSA Status: NE
Reports to: Section Laboratory Supervisor
Position Summary
The Clinical Laboratory Scientist performs laboratory testing using both manual and automated techniques. Performs
other duties as assigned.


Location: White Plains Hospital · Lab AM/PM Techs
Schedule: Full Time, Night, 6:30pm -7:30am 3 days a week with rotating weekends and holidays",3.9,"White Plains Hospital
3.9","White Plains, NY",-1,1001 to 5000 Employees,1893,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Data Engineer,$63K - $125K (Glassdoor est.),"Job Description:
Data Engineer

Position Overview:
The Data Engineer for Nebraska Book Company (NBC) will institute, manage and facilitate processes associated with data management, data quality and data exchange within the textbook division of NBC. This role will build a data management framework from the ground up while being the primary manager for data management, building consensus and enthusiasm across the textbook division. This is an exempt role reporting directly to the Software Development Manager.",3.6,"Nebraska Book Company
3.6","Lincoln, NE",-1,201 to 500 Employees,1915,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
DTRA Vaccines Development Scientist 4,$59K - $124K (Glassdoor est.),"DTRA Vaccines Development Scientist 4
Lorton, VA
DEFTEC is seeking a qualified Vaccine Development Scientist with industry experience in vaccines, biologics or biotoxins research and development for the Advisory and Analysis Services (A&AS) contract supporting the Defense Threat Reduction Agency (DTRA) Chemical and Biological (CB) Department, Vaccines and Therapeutics Division. (CBM)
The selected candidate will join a multidisciplinary team providing scientific analysis, project oversight, budgeting and acquisition assistance on a variety of current and emerging applications addressing concerns in the area of prophylactic countermeasure development for biological warfare defense.
What We Can Offer YOU!
Exceptional Company Benefits:
Health, Dental, Vision, Life & AD&D Insurance, Short- and Long-Term Disability, Paid Time Off, 10 Paid Holidays, 401(k) Plan, and more!
*
JOB RESPONSIBILITIES: *",3.8,"DEFTEC Corporation
3.8","Lorton, VA",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
HR Benefits Data Analyst & Advisor,$43K - $89K (Glassdoor est.),"Job Title: Benefits Data Analyst & Advisor
General Definition: This role will provide data driven recommendations to senior leadership of the Department of Interior Services as it pertains to human capital, employee benefit plans, policy changes, FY budgeting and other financial initiatives.
Supervision Received: Director, Financial Performance & Defined Contribution Plans, Human Resources/Benefits
Supervision Exercised: None
MINIMUM QUALIFICATIONS
Training and Experience:",4.2,"The Chickasaw Nation
4.2","Oklahoma City, OK",-1,1001 to 5000 Employees,-1,Self-employed,Municipal Governments,Government,$50 to $100 million (USD),-1
Composites Scientist,$98K - $183K (Glassdoor est.),"Composites Scientist
You will have the opportunity to develop state-of-the-art nanomaterials using advanced techniques and instruments for materials characterization in a fast-paced supportive environment with coworkers of diverse backgrounds.
We are a well-funded fast-growing stealth-mode company located in San Jose, CA. Our company has developed a breakthrough technology to custom design and manufacture 3D graphene and other carbon allotropes. Graphene has the promise to transform many industries because of it's astounding properties. It's over 200 times stronger than steel, flexible, transparent, a great thermal conductor and the most conductive material that we know exists. The list of possible applications is expansive including game-changing battery electrodes, transparent touch displays, innovative composite materials, IoT sensors and solar panels just to name a few.

Our leadership team is seasoned in leading startups from an early stage to multibillion-dollar companies. Our development teams have extensive experience in successfully launching products from concept to production. As validation that we are on the forefront of this coming transformation, we have acquired multiple revenue producing commercial and government contracts and have opened a new facility in San Jose to scale our production and accelerate our growth in key product development areas.",-1,Stealth Mode Startup Company,"San Jose, CA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
Molecular Biology Research Scientist PhD,-1,"Company Name: Avance Biosciences Inc.
Job Title: Molecular Biology Research Scientist
Department: Operations
Reports To: Lab Manager/Supervisor
Classification: Full-time, Exempt
Date: March 2021
Avance Biosciences Inc., a fast-growing biotechnology CRO, is recruiting several Research Scientists (PhD) in its GLP and/or GMP biological testing departments. This position plans, directs, and manages research and testing projects on behalf of our biopharma and biotech clients, as well as development projects to improve laboratory operations.
ESSENTIAL DUTIES AND RESPONSIBILITIES:",-1,Avance Biosciences Inc,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Science and Engineering Director,$91K - $187K (Glassdoor est.),"Logistics done differently.
At XPO Logistics, we believe state-of-the-art technology drives our success. As the Data Science and Engineering Director, you will be responsible for end-to-end solutions for our data science and machine learning capabilities such as selection, development, execution and operations. You will also play a pivotal part in the evolution and growth of our data science, artificial intelligence (AI) and machine learning capabilities. We want to leverage your skills and years of experience to drive positive results while ensuring a bright future for yourself and XPO.

Pay, benefits and more.
We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan.",3.6,"XPO Logistics
3.6","Portland, OR",-1,10000+ Employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),-1
Material Scientist - Tribology,$46K - $90K (Glassdoor est.),"Introduction
JoinASML Wilton today to receive your sign on bonus and relocation.
Offer valid for Wilton, CT new hire offers made between now and December15, 2021.
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler, Arizona, San Jose and San Diego, California, Wilton, Connecticut, and Hillsboro, Oregon.",4.1,"ASML
4.1","Wilton, CT",-1,10000+ Employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
Clinical Laboratory Scientist,$46K - $92K (Glassdoor est.),"Under the general supervision of the Manager of Laboratory Services, the Medical Technologist is responsible for the performance of routine and specialized tests carried out in the Clinical and/or Microbiology Laboratory(ies). Solves technical problems requiring a complex degree of judgment with minimum supervision.
Staff members who treat patients of a specific age group must be aware of the JCAHO requirements specific to that population. The specific information skills related to the position in this job description will be related to the following age group populations: infant, child, adolescent, adult, and geriatric.
Essential Functions:
Specimen Collection:
Collects specimens according to established procedures and policies. Is competent in specimen collection for all age groups, including infant, child, adolescent, adult, and geriatric. Volume of blood taken and size of needle used adjusted based on age of client.
Evaluates requests for testing accurately. Identifies patient correctly 100% of the time.",3.2,"Humboldt County Entities
3.2","Eureka, CA",-1,501 to 1000 Employees,-1,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1
Senior Composites Scientist,$105K - $192K (Glassdoor est.),"Senior Composites Scientist
You will have the opportunity to provide hands-on technical leadership developing state-of-the-art nanomaterials using advanced techniques and instruments for materials characterization in a fast-paced supportive environment with coworkers of diverse backgrounds.
We are a well-funded fast-growing stealth-mode company located in San Jose, CA. Our company has developed a breakthrough technology to custom design and manufacture 3D graphene and other carbon allotropes. Graphene has the promise to transform many industries because of it's astounding properties. It's over 200 times stronger than steel, flexible, transparent, a great thermal conductor and the most conductive material that we know exists. The list of possible applications is expansive including game-changing battery electrodes, transparent touch displays, innovative composite materials, IoT sensors and solar panels just to name a few.
Our leadership team is seasoned in leading startups from an early stage to multibillion-dollar companies. Our development teams have extensive experience in successfully launching products from concept to production. As validation that we are on the forefront of this coming transformation, we have acquired multiple revenue producing commercial and government contracts and have opened a new facility in San Jose to scale our production and accelerate our growth in key product development areas.",-1,Stealth Mode Startup Company,"San Jose, CA",-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
Business Analytics Manager,-1,"Purpose and Scope
The Business Analytics Manager leads the demand planning process for the commercial team including collecting the volume and pricing data from all key data sources, as well as compiling the business understanding and assumptions that will be included in the forecast for the purpose of forecast for business planning decisions. This role is also responsible for working cross functionally to determine forecast assumptions and inputs with the manufacturing operations planning, accounting, contracts and pricing, sales leadership, market access, and marketing. Those assumptions will be incorporated into the forecast, vetted with the cross functional team, and adjusted as needed to gain agreement for senior leadership.

Essential Duties & Responsibilities
Builds the commercial demand and revenue forecast to TPI commercial business.",-1,Tolmar Pharmaceuticals Inc,"Buffalo Grove, IL",-1,-1,-1,-1,-1,-1,-1,-1
