Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Staff Data Scientist,$79K - $146K (Glassdoor est.),"Company Description

Vericast is a premier marketing solutions company that accelerates profitable revenue growth for the 70,000 businesses it serves directly by influencing consumer purchasing and transaction behavior at scale while engaging with over 120 million households daily. Its major business units, Valassis, Harland Clarke, Save.com, and QuickPivot are recognized as leading providers of incentives, advertising, marketing services, transaction solutions, customer data and cross-channel campaign management, and intelligent media delivery that create millions of customer touch points annually for their clients. For more information, visit http://www.vericast.com or follow Vericast on LinkedIn.

Job Description",3.7,"Vericast
3.7","Morrisville, NC",-1,10000+ Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist,$70K - $141K (Glassdoor est.),"Soaren Management provides customer-centric alternative lending solutions in consumer markets via proprietary underwriting and loan management systems. With multiple verticals in the financial services industry, Soaren excels in customized portfolio management, software development, customer service telecommunications, automated application processing, and asset recovery.
Basically, we extend short-term loans to people who most likely wouldn’t be able to access financing through traditional lenders. To be able to underwrite and manage all these loans, we’ve built some pretty slick proprietary software platforms, and we want to build more. That’s where you come in.
Soaren Management is adding a Senior Data Scientist to our team. As a Fintech start-up that is stable, profitable, and rapidly growing. We offer great compensation, benefits, environment, and performance-based rewards to attract the best Scientists we can find. We are currently looking for an experienced Senior Data Scientist with deep technical and statistical knowledge and a proven track record to drive business value using advanced data analysis and machine learning techniques. This position will collaborate with executives and other business departments to execute a variety of analytical projects to improve processes and create efficiencies.",4.4,"Soaren Management
4.4","Scottsdale, AZ",-1,51 to 200 Employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
Research Scientist,$68K - $135K (Glassdoor est.),"Company Description

Avery Dennison (NYSE: AVY) is a global materials science company specializing in the design and manufacture of a wide variety of labeling and functional materials. The company’s products, which are used in nearly every major industry, include pressure-sensitive materials for labels and graphic applications; tapes and other bonding solutions for industrial, medical, and retail applications; tags, labels and embellishments for apparel; and radio frequency identification (RFID) solutions serving retail apparel and other markets. Headquartered in Glendale, California, the company employs more than 30,000 employees in more than 50 countries. Reported sales in 2020 were $7.0 billion. Learn more at www.averydennison.com.

Job Description

Avery Dennison is seeking a dynamic individual to join the global Polymers, Adhesive and Coatings Center of Excellence (PACE) in Avery Dennison Label and Graphic Materials. The Research Principal will identify, develop and deploy new technology platforms to advance Avery Dennison’s innovation strategies and provide critical expertise in pressure sensitive adhesive chemistry and applications. The successful candidate will help translate business strategy to technical needs, engage internally and externally to identify and assess new ideas, and develop fundamental understanding necessary to bring new chemistry from idea to commercial success.",3.9,"Avery Dennison
3.9","Mill Hall, PA",-1,10000+ Employees,1935,Company - Public,Miscellaneous Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
Quantitative Researcher / Trader – High Frequency Futures,$77K - $155K (Glassdoor est.),"We are looking for highly skilled and experienced individuals to join a research effort focused on generating high frequency trading alphas in the futures markets. The ideal candidate has direct experience in the alpha research process and understands the workflow from idea generation to production implementation. This opportunity will provide the right candidate the chance to have a large impact on the direction and productivity of a nascent effort within a successful proprietary trading firm.
Responsibilities
Conduct data analysis on large datasets to generate profitable trading alphas.
Define key metrics for model validation.
Back testing and production performance monitoring.
Contribute to in-house data analysis packages and research framework development.",4.2,"Wolverine Trading
4.2","Chicago, IL",-1,201 to 500 Employees,1994,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1
"Data Engineer – Fairfax, VA",$81K - $152K (Glassdoor est.),"Vibrent, a rapidly growing health-tech company, is looking for a Data Engineer to support Vibrent’s data-driven approach to health, as we explore data from multiple disparate sources to discover patterns and hidden insights.
We’re looking for candidates who thrive in professional, strategic and innovative user-focused environments, and who are committed to delivering quality products and/or services. The candidate must be able to think independently, analyze, troubleshoot and resolve complex business and technical problems.
You will work with very large, complex, cloud-based scientific datasets and help identify and answer questions that will shape scientific studies. The work that you do will contribute to improving the health of people across the nation.
You will be responsible for developing, optimizing and maintaining code and data pipelines.
Responsibilities",3.2,"Vibrent Health
3.2","Fairfax, VA",-1,51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Business Analytics Manager,-1,"Purpose and Scope
The Business Analytics Manager leads the demand planning process for the commercial team including collecting the volume and pricing data from all key data sources, as well as compiling the business understanding and assumptions that will be included in the forecast for the purpose of forecast for business planning decisions. This role is also responsible for working cross functionally to determine forecast assumptions and inputs with the manufacturing operations planning, accounting, contracts and pricing, sales leadership, market access, and marketing. Those assumptions will be incorporated into the forecast, vetted with the cross functional team, and adjusted as needed to gain agreement for senior leadership.

Essential Duties & Responsibilities
Builds the commercial demand and revenue forecast to TPI commercial business.",-1,Tolmar Pharmaceuticals Inc,"Buffalo Grove, IL",-1,-1,-1,-1,-1,-1,-1,-1
Scientist - Immunology,$71K - $174K (Glassdoor est.),"Scientist - Immunology
Uniquely positioned to enhance quality of life in aging, at Alkahest, we are pioneering science that is rapidly being translated to the clinic. Our approaches utilize in vivo, in vitro, proteomic, and molecular techniques to identify new therapeutics and apply them to patients.
We are seeking a highly motivated and driven team member who will be key in advancing our immune-related scientific activities. Alkahest is developing therapies to address disorders of the central and peripheral nervous system that occur with aging, with a particular emphasis on disease where neuroinflammation is an important component. The selected candidate will use a combination of animal and human studies to assess the relationship of our drug candidates with immune mechanisms through techniques best suited for clinical translation. The role is critical in providing clinical tools to advance our therapeutic understandings of immune-related mechanisms and bridging the gap between preclinical and clinical findings. The role requires dedication, flexibility, excellent communication and organization, and will interact with teams from research, clinical and clinical operations departments to drive multiple projects in parallel.",-1,"Alkahest, Inc.","San Carlos, CA",-1,-1,-1,-1,-1,-1,-1,-1
RN Scientist-Research (Magnet Sites),$52K - $104K (Glassdoor est.),"We Are Hiring:
Ascension Seton is hiring a RN to conduct research studies, assist bedside nurses with research, and support CNOs at Magent sites with research. Previous research experience coupled with leadership experience, and a PHD are strongly preferred.

Schedule Monday-Friday 8-4:30PM

Magnet Recognition®
Magnet Recognition®, given by the American Nurses Credentialing Center, is the only national designation that recognizes nurses as integral team members in influencing positive patient outcomes. The nursing practice environment at Ascension Seton supports shared governance, interdisciplinary collaboration, leadership, quality, safety, professional development and work-life balance. The focus of Magnet is . Research has demonstrated that nurse satisfaction and patient outcomes are higher in Magnet hospitals than in other hospitals.
What You Will Do:
What You Will Need:
Why Join Our Team:



Equal Employment Opportunity Employer:",3.5,"Ascension
3.5","Austin, TX",-1,10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
"Data Scientist-Windsor, CT",$69K - $141K (Glassdoor est.),"Morris Group, Inc., one of the largest machine tool distribution networks in North America, is seeking an Enterprise Data Governance Data Steward to join our team as we kickoff a full-scale digital transformation involving ERP, CRM, Business Process Re-engineering and much more.

Position Overview:
This position will focus on establishing and ensuring adherence to an enterprise data governance framework for data policies, standards and practices, both at the department and Business and Functional areas level, to achieve the required level of consistency, quality and protection to meet overall business needs. In addition, this individual will oversee all data cleansing and migration preparation activities relating to the ERP implementation, coordinating directly with SMEs and business leaders across the organization as well as external contractors to ensure a successful transition.
Introducing this new data governance framework and well documented data policies will:

Define ownership and accountability of our critical data assets to ensure they are effectively managed and maintain integrity throughout our various systems.

Leverage data as a strategic enterprise asset enabling data-based decision analytics.

Improve productivity and efficiency of daily business operations.

Responsible for drafting, publishing and communicating new enterprise data standards and policies across the various business segments and areas that utilize (formally and informally) enterprise data and information.

Charged with driving acceptance of and adherence to newly implemented data standards and policies.

Define, maintain and advise relevant stakeholders as appropriate on data governance related matters.

Provide recommendations and supporting documentation for new or proposed data standards, business rules and policy.

Coordinate across the organization in order to maintain consistency of critical enterprise, digital, operational and analytical data.

Overseeing and ensuring delivery of all aspects of data analysis, mapping and transfer.

Effectiveness in building trust, respect and cooperation among teams.

3-5+ years of experience working in Data Management and Governance

Strong data management background who understands data, how to ingest data, proper data use / consumption, data quality, and stewardship

Experience of working in a complex, multi-priority organization

Ability to break down complex problems and projects into manageable goals

Ability to explain complex, technical information in a nontechnical, easy-to-understand way

Ability to build processes that support data transformation, workload management, data structures, dependency and metadata

Familiarity with business intelligence tools like Tableau or Power BI

Ability to manage senior relationships across all the Business and Functional areas

Ability to develop cooperative and constructive working relationships

Ability to handle complaints, settle disputes and resolve conflicts and negotiate with others

Experience of working within, or managing delivery teams for projects of significant size

Highest personal and professional integrity and strong work ethics

Ability to articulate vision of transformation efforts and a sense of mission

Willingness to take charge and provide direction

Results orientated with a willingness to commit to a direction and drive operations to completion

Demonstrated ability to manage adversity and challenging situations

This position reports to the ERP Project Manager and collaborates / advises with the PMO, ERP Steering committee and relevant SMEs across the organization to aid in the development and implementation of the new ERP system and EDG framework.


Qualifications and Skills

Relationship Management

Leadership

Morris Group, Inc. offers competitive salary, comprehensive benefits packages, and tuition reimbursement.

Morris Group, Inc., including all operating subsidiaries, is an EO Employer-M/F/Veteran/Disability. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation, gender identity, or any other protected class.
#MGI",4.2,"Morris Group, Inc.
4.2","Windsor, CT",-1,501 to 1000 Employees,1941,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Sr. Data Scientist,$60K - $130K (Glassdoor est.),"About Karus:
Karus is a credit intelligence platform that powers real-time decisions. Using data aggregation and mining, signal processing, and machine learning, The Karus Platform delivers cash flow inputs to investors, lenders, and originators.
Position Summary (Data scientist):
As a data scientist for Karus, you will be entrusted with significant responsibility. The primary function of this role will be to support our data science and machine learning workstreams. We are looking for a candidate who will grow into a leadership role with us.
Responsibilities:",-1,"Karus, Inc.","Boise, ID",-1,-1,-1,-1,-1,-1,-1,-1
